Time,Point,head,vulva,head_confidence,shift_ax0,shift_ax1
194,12,L,D,1.0,1,0
195,12,L,D,1.0,0,0
196,12,L,D,1.0,0,1
197,12,L,D,1.0,0,1
198,12,L,D,1.0,1,4
199,12,L,D,1.0,0,0
200,12,L,D,1.0,0,0
201,12,L,D,1.0,0,0
202,12,L,D,1.0,0,0
0,13,R,U,1.0,1,2
1,13,R,D,1.0,0,-2
2,13,R,D,1.0,1,-1
3,13,R,D,1.0,0,2
4,13,R,D,1.0,-1,-3
5,13,R,U,1.0,-1,1
6,13,R,U,1.0,1,3
7,13,R,U,1.0,0,1
8,13,R,D,1.0,0,-2
9,13,L,D,1.0,-2,-1
10,13,L,D,1.0,-1,-1
11,13,R,D,1.0,-1,-5
12,13,L,U,1.0,3,-2
13,13,L,D,1.0,0,-1
14,13,L,D,1.0,0,0
15,13,L,U,1.0,-1,-4
16,13,L,D,1.0,0,1
17,13,R,U,1.0,1,-1
18,13,R,D,1.0,0,0
19,13,R,U,1.0,0,2
20,13,L,U,1.0,0,0
21,13,R,U,1.0,3,-5
22,13,L,U,1.0,0,1
23,13,L,D,1.0,-2,-1
24,13,R,D,1.0,0,2
25,13,R,D,1.0,0,1
26,13,L,U,1.0,0,-3
27,13,R,U,1.0,0,-7
28,13,R,D,1.0,-1,5
29,13,R,D,1.0,2,-3
30,13,R,U,1.0,-2,2
31,13,R,D,1.0,1,-4
32,13,L,U,1.0,-1,-1
33,13,R,D,1.0,-1,3
34,13,L,D,1.0,-1,1
35,13,L,D,1.0,-2,0
36,13,L,U,1.0,2,3
37,13,R,U,1.0,2,2
38,13,R,D,1.0,0,1
39,13,L,U,1.0,0,2
40,13,L,U,1.0,3,0
41,13,R,U,1.0,0,-5
42,13,L,U,1.0,1,2
43,13,L,D,1.0,1,0
44,13,L,U,1.0,-2,-5
45,13,L,D,1.0,1,-4
46,13,R,U,1.0,2,-3
47,13,L,U,1.0,0,-4
48,13,L,U,1.0,1,-3
49,13,R,D,1.0,-2,1
50,13,R,D,1.0,0,2
51,13,R,U,1.0,-1,5
52,13,L,D,1.0,0,7
53,13,R,D,1.0,-2,3
54,13,L,U,1.0,1,-1
55,13,R,U,1.0,0,-10
56,13,R,D,1.0,3,-3
57,13,R,D,1.0,1,1
58,13,R,D,1.0,0,-6
59,13,L,U,1.0,-1,2
61,13,R,D,1.0,0,-6
62,13,R,D,1.0,1,-6
63,13,L,U,1.0,-2,9
65,13,L,D,1.0,-2,2
67,13,L,D,1.0,0,2
68,13,L,D,1.0,1,0
69,13,R,U,1.0,2,8
70,13,R,U,1.0,1,-2
71,13,R,U,1.0,2,5
72,13,R,U,1.0,0,-1
73,13,L,D,1.0,0,1
74,13,R,U,1.0,-2,3
75,13,R,U,1.0,-3,2
76,13,L,D,1.0,2,-4
77,13,L,D,1.0,0,6
79,13,R,U,1.0,-1,5
80,13,R,U,1.0,1,0
81,13,L,D,1.0,2,-2
82,13,L,D,1.0,1,-5
83,13,R,U,1.0,-2,-3
84,13,L,D,1.0,1,-7
85,13,L,D,1.0,-1,-2
86,13,L,D,1.0,0,-5
87,13,L,D,1.0,-1,-2
88,13,L,D,1.0,0,-1
89,13,R,D,1.0,0,4
90,13,L,U,1.0,0,1
91,13,L,U,1.0,2,1
92,13,L,U,1.0,2,0
93,13,L,U,1.0,1,3
94,13,L,U,1.0,1,-2
95,13,L,U,1.0,0,1
96,13,L,U,1.0,-1,-3
97,13,L,U,1.0,-1,0
98,13,L,U,1.0,0,0
99,13,L,U,1.0,-1,0
100,13,L,U,1.0,0,0
101,13,L,U,1.0,0,1
102,13,L,U,1.0,-1,3
103,13,L,U,1.0,0,-1
104,13,L,U,1.0,0,-1
105,13,L,U,1.0,0,0
106,13,L,U,1.0,0,-1
107,13,L,U,1.0,0,-1
108,13,L,U,1.0,0,0
109,13,L,U,1.0,0,0
110,13,L,U,1.0,0,-2
111,13,L,U,1.0,0,-3
112,13,L,U,1.0,-1,-3
113,13,L,U,1.0,-1,-3
114,13,L,U,1.0,0,-5
115,13,L,U,1.0,0,-3
116,13,L,U,1.0,0,-2
117,13,L,U,1.0,0,-1
118,13,L,U,1.0,0,-1
119,13,L,U,1.0,0,0
120,13,L,U,1.0,0,0
121,13,L,U,1.0,0,-1
122,13,L,U,1.0,0,1
123,13,L,U,1.0,0,-1
124,13,L,U,1.0,0,0
125,13,L,U,1.0,0,0
126,13,L,U,1.0,0,0
127,13,L,U,1.0,0,-1
128,13,L,U,1.0,1,0
129,13,L,U,1.0,1,2
130,13,L,U,1.0,1,3
131,13,L,U,1.0,0,1
132,13,L,U,1.0,1,2
133,13,L,U,1.0,0,0
134,13,L,U,1.0,0,1
135,13,L,U,1.0,1,0
136,13,L,U,1.0,1,-1
137,13,L,U,1.0,0,-3
138,13,L,U,1.0,0,2
139,13,L,U,1.0,0,0
140,13,L,U,1.0,0,1
141,13,L,U,1.0,0,-2
142,13,L,U,1.0,0,-1
143,13,L,U,1.0,0,1
144,13,L,U,1.0,0,0
145,13,L,U,1.0,0,-2
146,13,L,U,1.0,0,2
147,13,L,U,1.0,0,2
148,13,L,U,1.0,0,0
149,13,L,U,1.0,0,1
150,13,L,U,1.0,0,-1
151,13,L,U,1.0,0,-1
152,13,L,U,1.0,0,-1
153,13,L,U,1.0,0,2
154,13,L,U,1.0,0,0
155,13,L,U,1.0,0,0
156,13,L,U,1.0,-1,-1
157,13,L,U,1.0,0,-1
158,13,L,U,1.0,-1,-1
159,13,L,U,1.0,0,1
160,13,L,U,1.0,0,1
161,13,L,U,1.0,-1,0
162,13,L,U,1.0,-1,2
163,13,L,U,1.0,0,0
164,13,L,U,1.0,-1,-1
165,13,L,U,1.0,1,0
166,13,L,U,1.0,0,0
167,13,L,U,1.0,0,1
168,13,L,U,1.0,0,2
169,13,L,U,1.0,0,2
170,13,L,U,1.0,0,0
171,13,L,U,1.0,0,1
172,13,L,U,1.0,0,-1
173,13,L,U,1.0,0,-1
174,13,L,U,1.0,0,0
175,13,L,U,1.0,0,-1
176,13,L,U,1.0,0,-1
177,13,L,U,1.0,0,0
178,13,L,U,1.0,0,0
179,13,L,U,1.0,0,-1
180,13,L,U,1.0,0,1
181,13,L,U,1.0,0,0
182,13,L,U,1.0,0,0
183,13,L,U,1.0,-1,-2
184,13,L,U,1.0,0,1
185,13,L,U,1.0,0,0
186,13,L,U,1.0,0,-1
187,13,L,U,1.0,0,-2
188,13,L,U,1.0,0,1
189,13,L,U,1.0,0,1
190,13,L,U,1.0,-1,0
191,13,L,U,1.0,0,-1
192,13,L,U,1.0,-1,0
194,13,L,U,1.0,0,1
195,13,L,U,1.0,-1,1
197,13,L,U,1.0,0,0
198,13,L,U,1.0,0,0
199,13,L,U,1.0,0,1
201,13,L,U,1.0,0,-1
202,13,L,U,1.0,0,1
0,14,L,D,0.72,2,3
1,14,L,D,0.72,1,4
2,14,L,D,0.72,-1,-1
3,14,R,U,0.72,1,0
4,14,R,D,0.72,-2,-1
5,14,R,D,0.72,-1,2
6,14,L,U,0.72,-1,1
7,14,L,U,0.72,0,3
8,14,R,U,0.72,1,-3
9,14,R,U,0.72,1,0
10,14,R,D,0.72,1,1
11,14,R,D,0.72,0,1
12,14,L,D,0.72,-1,-4
13,14,L,U,0.72,1,2
14,14,L,U,0.72,1,1
15,14,L,D,0.72,3,4
16,14,L,D,0.72,0,-1
17,14,L,U,0.72,-1,5
18,14,L,U,0.72,0,3
19,14,R,D,0.72,1,4
20,14,L,U,0.72,-3,4
21,14,L,U,0.72,0,-2
22,14,R,D,0.72,0,5
23,14,R,D,0.72,-1,-1
24,14,R,D,0.72,2,5
25,14,L,U,0.72,-1,0
26,14,L,D,0.72,1,0
27,14,L,D,0.72,0,-2
28,14,R,U,0.72,2,1
29,14,R,D,0.72,1,2
30,14,R,D,0.72,-1,-2
31,14,R,D,0.72,-2,-3
32,14,R,D,0.72,0,6
33,14,L,D,0.72,0,6
34,14,R,D,0.72,-2,4
35,14,L,U,0.72,0,8
36,14,L,U,0.72,1,2
37,14,R,U,0.72,-1,-3
38,14,L,U,0.72,0,1
39,14,R,U,0.72,1,-5
40,14,L,U,0.72,0,-3
41,14,R,D,0.72,0,0
42,14,R,D,0.72,1,2
43,14,L,D,0.72,1,3
44,14,L,D,0.72,-1,-2
45,14,L,D,0.72,-1,0
46,14,R,D,0.72,-2,9
47,14,L,D,0.72,2,2
48,14,L,D,0.72,4,-1
49,14,R,D,0.72,-3,5
50,14,R,D,0.72,1,6
51,14,R,U,0.72,-1,-3
52,14,R,U,0.72,0,3
54,14,R,U,0.72,0,9
55,14,R,U,0.72,1,2
56,14,L,D,0.72,0,-5
57,14,R,U,0.72,0,-1
58,14,R,D,0.72,1,-4
59,14,R,U,0.72,3,0
60,14,R,D,0.72,-1,-4
61,14,R,D,0.72,0,-5
62,14,L,U,0.72,0,0
63,14,R,D,0.72,1,-3
64,14,L,D,0.72,-2,2
65,14,R,D,0.72,0,4
66,14,R,D,0.72,0,0
67,14,R,D,0.72,0,9
68,14,R,D,0.72,-1,1
69,14,L,U,0.72,1,-1
70,14,R,D,0.72,0,3
71,14,L,U,0.72,0,3
72,14,L,U,0.72,-1,-2
73,14,L,U,0.72,-1,13
74,14,R,D,0.72,0,-6
75,14,L,U,0.72,0,-6
76,14,L,U,0.72,0,1
77,14,R,D,0.72,1,1
78,14,R,D,0.72,0,4
79,14,R,D,0.72,0,13
80,14,R,D,0.72,0,8
81,14,L,U,0.72,1,-3
82,14,L,U,0.72,0,-8
83,14,L,U,0.72,1,1
84,14,L,U,0.72,2,1
85,14,L,U,0.72,0,-1
86,14,R,D,0.72,-1,9
87,14,L,U,0.72,0,2
88,14,L,U,0.72,0,2
89,14,L,U,0.72,1,4
90,14,L,U,0.72,-1,-3
91,14,L,U,0.72,0,-1
92,14,R,D,0.72,2,16
93,14,L,U,0.72,-1,7
94,14,R,D,0.72,2,-5
95,14,R,D,0.72,0,0
96,14,L,U,0.72,0,4
97,14,L,U,0.72,0,-1
98,14,R,D,0.72,0,-4
99,14,L,U,0.72,-1,7
100,14,L,U,0.72,-1,-2
101,14,R,D,0.72,-1,0
102,14,R,D,0.72,1,5
103,14,R,D,0.72,0,-6
104,14,R,D,0.72,-1,-2
105,14,L,U,0.72,-1,2
106,14,R,D,0.72,-1,6
107,14,L,U,0.72,-1,5
108,14,R,D,0.72,2,5
109,14,L,U,0.72,0,-1
110,14,L,U,0.72,-1,5
111,14,L,U,0.72,0,-2
112,14,L,U,0.72,1,2
113,14,R,D,0.72,1,2
114,14,R,D,0.72,2,-1
115,14,R,D,0.72,1,5
116,14,L,U,0.72,0,0
117,14,L,U,0.72,0,3
118,14,L,U,0.72,-1,-6
119,14,R,D,0.72,0,2
120,14,L,U,0.72,-1,0
121,14,L,U,0.72,0,7
122,14,L,U,0.72,0,-1
123,14,R,D,0.72,1,1
124,14,L,U,0.72,-1,-2
125,14,L,U,0.72,0,-5
126,14,L,U,0.72,1,-2
127,14,L,U,0.72,0,0
128,14,L,U,0.72,0,14
129,14,R,D,0.72,-3,10
130,14,L,U,0.72,-2,14
131,14,R,D,0.72,0,7
132,14,R,D,0.72,0,9
133,14,L,U,0.72,0,11
134,14,L,U,0.72,1,10
135,14,R,U,0.72,-1,1
137,14,L,U,0.72,-2,4
138,14,L,D,0.72,1,2
139,14,R,D,0.72,2,-3
140,14,R,D,0.72,0,1
141,14,R,D,0.72,0,6
142,14,L,U,0.72,1,-4
143,14,L,U,0.72,-3,0
144,14,R,D,0.72,0,9
145,14,L,U,0.72,0,-3
146,14,R,D,0.72,0,11
147,14,R,D,0.72,-1,2
148,14,R,D,0.72,0,3
149,14,L,U,0.72,-1,-3
150,14,L,U,0.72,0,-3
151,14,R,D,0.72,2,-4
152,14,L,U,0.72,1,-4
153,14,R,D,0.72,-2,2
154,14,R,D,0.72,1,7
155,14,R,D,0.72,0,7
156,14,R,D,0.72,0,11
157,14,L,U,0.72,1,-1
158,14,R,D,0.72,1,-3
159,14,L,U,0.72,0,-1
161,14,R,D,0.72,1,0
162,14,R,D,0.72,0,2
163,14,R,D,0.72,1,8
164,14,L,U,0.72,-3,5
165,14,L,U,0.72,1,4
166,14,L,U,0.72,1,3
167,14,L,U,0.72,0,-3
168,14,R,D,0.72,1,-3
169,14,R,D,0.72,1,-2
170,14,R,D,0.72,0,6
171,14,R,D,0.72,0,-4
172,14,R,D,0.72,0,-3
173,14,R,D,0.72,0,7
174,14,R,D,0.72,0,2
175,14,R,D,0.72,0,1
176,14,R,D,0.72,0,-15
177,14,R,D,0.72,0,9
178,14,R,D,0.72,1,7
179,14,R,D,0.72,1,10
180,14,R,D,0.72,1,6
181,14,R,D,0.72,0,3
182,14,L,U,0.72,0,3
183,14,L,U,0.72,-1,5
184,14,L,U,0.72,0,-12
185,14,L,U,0.72,1,-22
186,14,L,U,0.72,-1,6
187,14,R,D,0.72,0,27
188,14,R,D,0.72,1,10
189,14,L,U,0.72,0,-1
190,14,L,U,0.72,1,-8
191,14,L,U,0.72,0,-9
192,14,L,U,0.72,0,-3
193,14,R,D,0.72,13,-164
194,14,R,U,0.72,10,-186
195,14,R,U,0.72,11,5
196,14,L,D,0.72,5,-96
197,14,L,D,0.72,3,241
198,14,R,U,0.72,3,-1
199,14,R,U,0.72,3,-249
200,14,L,D,0.72,0,-147
201,14,L,D,0.72,3,156
202,14,L,D,0.72,3,75
0,15,L,D,0.9538461538461539,-2,2
1,15,L,U,0.9538461538461539,1,1
2,15,L,U,0.9538461538461539,-1,-5
3,15,R,D,0.9538461538461539,0,4
4,15,L,U,0.9538461538461539,0,-3
5,15,L,D,0.9538461538461539,0,-1
6,15,R,U,0.9538461538461539,0,-3
7,15,L,D,0.9538461538461539,-1,3
8,15,L,U,0.9538461538461539,-1,3
9,15,L,U,0.9538461538461539,-1,-4
10,15,R,U,0.9538461538461539,2,3
12,15,L,D,0.9538461538461539,0,-43
13,15,L,U,0.9538461538461539,-1,-42
14,15,R,D,0.9538461538461539,1,33
16,15,L,U,0.9538461538461539,-1,-40
17,15,L,D,0.9538461538461539,-1,-21
18,15,R,D,0.9538461538461539,-2,-12
19,15,R,D,0.9538461538461539,0,-22
20,15,L,U,0.9538461538461539,1,37
21,15,R,U,0.9538461538461539,0,38
22,15,L,U,0.9538461538461539,-3,24
23,15,R,U,0.9538461538461539,3,23
24,15,R,U,0.9538461538461539,0,11
25,15,L,D,0.9538461538461539,1,19
26,15,L,D,0.9538461538461539,1,-7
27,15,L,D,0.9538461538461539,2,2
28,15,L,D,0.9538461538461539,0,5
29,15,L,D,0.9538461538461539,-1,-8
30,15,R,U,0.9538461538461539,-1,-4
31,15,L,D,0.9538461538461539,0,7
32,15,L,U,0.9538461538461539,0,-3
33,15,L,U,0.9538461538461539,1,-3
34,15,R,U,0.9538461538461539,2,3
35,15,R,U,0.9538461538461539,-1,-9
36,15,L,U,0.9538461538461539,1,0
37,15,R,U,0.9538461538461539,-1,2
38,15,R,D,0.9538461538461539,1,6
39,15,R,D,0.9538461538461539,-1,-2
40,15,L,D,0.9538461538461539,-1,-4
41,15,R,U,0.9538461538461539,-1,0
42,15,L,U,0.9538461538461539,0,-3
43,15,L,D,0.9538461538461539,-1,-5
44,15,L,D,0.9538461538461539,2,5
45,15,R,D,0.9538461538461539,3,3
46,15,R,D,0.9538461538461539,0,3
47,15,R,D,0.9538461538461539,3,3
48,15,L,U,0.9538461538461539,0,-3
49,15,R,U,0.9538461538461539,-1,1
50,15,R,U,0.9538461538461539,-1,-12
51,15,R,U,0.9538461538461539,0,0
52,15,L,U,0.9538461538461539,0,1
53,15,R,U,0.9538461538461539,0,0
54,15,R,D,0.9538461538461539,0,-1
55,15,R,U,0.9538461538461539,1,3
56,15,R,U,0.9538461538461539,2,-1
57,15,R,D,0.9538461538461539,-1,2
58,15,L,U,0.9538461538461539,0,1
59,15,L,U,0.9538461538461539,1,-11
60,15,R,D,0.9538461538461539,0,1
61,15,L,U,0.9538461538461539,-3,-5
62,15,L,U,0.9538461538461539,2,-3
63,15,R,D,0.9538461538461539,-3,-6
64,15,L,U,0.9538461538461539,2,-17
65,15,L,U,0.9538461538461539,1,-8
66,15,R,D,0.9538461538461539,1,-4
67,15,R,U,0.9538461538461539,0,1
68,15,R,U,0.9538461538461539,-1,3
69,15,R,D,0.9538461538461539,0,5
70,15,R,D,0.9538461538461539,-1,-1
71,15,R,D,0.9538461538461539,0,1
72,15,R,D,0.9538461538461539,-1,5
73,15,R,D,0.9538461538461539,0,10
74,15,R,D,0.9538461538461539,1,-2
75,15,R,D,0.9538461538461539,1,2
76,15,R,U,0.9538461538461539,1,5
77,15,R,U,0.9538461538461539,1,7
78,15,L,D,0.9538461538461539,-3,-4
79,15,R,U,0.9538461538461539,-1,-7
80,15,L,D,0.9538461538461539,0,-8
81,15,L,D,0.9538461538461539,0,2
82,15,R,U,0.9538461538461539,2,0
83,15,L,D,0.9538461538461539,1,4
84,15,R,U,0.9538461538461539,1,-1
85,15,L,D,0.9538461538461539,0,5
86,15,L,D,0.9538461538461539,2,-18
87,15,R,U,0.9538461538461539,0,6
88,15,L,D,0.9538461538461539,0,6
89,15,R,U,0.9538461538461539,-1,9
90,15,L,D,0.9538461538461539,0,4
91,15,L,D,0.9538461538461539,0,-2
92,15,R,U,0.9538461538461539,0,-3
93,15,R,U,0.9538461538461539,0,-10
94,15,L,D,0.9538461538461539,-1,-12
95,15,L,D,0.9538461538461539,0,-2
96,15,L,D,0.9538461538461539,0,-4
97,15,L,D,0.9538461538461539,0,4
98,15,R,U,0.9538461538461539,2,1
99,15,L,D,0.9538461538461539,0,0
100,15,R,U,0.9538461538461539,0,1
101,15,R,U,0.9538461538461539,1,-6
102,15,R,U,0.9538461538461539,-1,1
103,15,L,D,0.9538461538461539,2,-5
104,15,L,D,0.9538461538461539,2,2
105,15,R,U,0.9538461538461539,-2,4
106,15,L,D,0.9538461538461539,0,-1
107,15,L,D,0.9538461538461539,0,0
108,15,L,D,0.9538461538461539,-1,3
109,15,R,U,0.9538461538461539,0,1
110,15,R,U,0.9538461538461539,1,3
111,15,L,D,0.9538461538461539,0,4
112,15,L,D,0.9538461538461539,0,1
113,15,L,D,0.9538461538461539,1,5
114,15,L,D,0.9538461538461539,0,5
115,15,R,U,0.9538461538461539,-1,2
116,15,L,D,0.9538461538461539,1,-4
117,15,R,U,0.9538461538461539,-2,2
118,15,R,U,0.9538461538461539,-1,1
119,15,L,D,0.9538461538461539,1,10
120,15,L,D,0.9538461538461539,1,-5
121,15,R,U,0.9538461538461539,0,13
122,15,R,U,0.9538461538461539,-3,-3
123,15,L,D,0.9538461538461539,0,7
124,15,L,D,0.9538461538461539,2,-22
125,15,L,D,0.9538461538461539,-1,2
126,15,R,U,0.9538461538461539,0,4
127,15,L,D,0.9538461538461539,1,3
128,15,L,U,0.9538461538461539,-1,0
129,15,L,U,0.9538461538461539,-1,-3
130,15,R,D,0.9538461538461539,0,-1
131,15,R,D,0.9538461538461539,0,-3
132,15,R,D,0.9538461538461539,-1,-1
133,15,R,D,0.9538461538461539,0,-4
134,15,R,D,0.9538461538461539,0,-3
135,15,R,D,0.9538461538461539,0,-2
136,15,R,D,0.9538461538461539,1,2
137,15,R,D,0.9538461538461539,1,1
138,15,R,D,0.9538461538461539,2,-5
139,15,R,D,0.9538461538461539,0,-1
140,15,R,D,0.9538461538461539,-2,2
141,15,R,D,0.9538461538461539,-1,-1
142,15,R,D,0.9538461538461539,0,0
143,15,R,D,0.9538461538461539,0,3
144,15,R,D,0.9538461538461539,1,0
145,15,R,D,0.9538461538461539,1,-2
146,15,R,D,0.9538461538461539,1,3
147,15,R,D,0.9538461538461539,0,-2
148,15,R,D,0.9538461538461539,0,-3
149,15,R,D,0.9538461538461539,-1,5
150,15,R,D,0.9538461538461539,-1,2
151,15,R,D,0.9538461538461539,0,-1
152,15,R,D,0.9538461538461539,0,1
153,15,R,D,0.9538461538461539,1,-1
154,15,R,D,0.9538461538461539,-1,3
155,15,R,D,0.9538461538461539,-1,3
156,15,R,D,0.9538461538461539,0,-3
157,15,R,D,0.9538461538461539,-1,-7
158,15,R,D,0.9538461538461539,-1,-2
159,15,R,D,0.9538461538461539,1,-9
160,15,R,D,0.9538461538461539,-1,7
161,15,R,D,0.9538461538461539,-2,5
162,15,R,D,0.9538461538461539,1,0
163,15,R,D,0.9538461538461539,-1,-1
164,15,R,D,0.9538461538461539,1,0
165,15,R,D,0.9538461538461539,1,19
167,15,R,D,0.9538461538461539,1,-2
168,15,L,U,0.9538461538461539,0,-2
171,15,R,D,0.9538461538461539,0,-4
172,15,L,U,0.9538461538461539,1,-6
174,15,L,U,0.9538461538461539,-2,-8
177,15,L,U,0.9538461538461539,-1,-11
178,15,L,U,0.9538461538461539,0,-1
180,15,R,D,0.9538461538461539,0,4
181,15,R,D,0.9538461538461539,0,5
182,15,R,D,0.9538461538461539,0,0
184,15,R,D,0.9538461538461539,0,5
185,15,R,D,0.9538461538461539,1,2
186,15,R,D,0.9538461538461539,1,-8
187,15,R,D,0.9538461538461539,0,-2
188,15,R,D,0.9538461538461539,1,1
189,15,R,D,0.9538461538461539,0,1
190,15,R,D,0.9538461538461539,0,2
191,15,R,D,0.9538461538461539,1,6
192,15,R,D,0.9538461538461539,1,-2
193,15,R,D,0.9538461538461539,-1,-5
194,15,R,D,0.9538461538461539,0,-6
195,15,R,D,0.9538461538461539,1,-6
196,15,R,D,0.9538461538461539,0,-4
197,15,R,D,0.9538461538461539,0,-1
198,15,R,D,0.9538461538461539,0,-1
199,15,R,D,0.9538461538461539,0,1
200,15,R,D,0.9538461538461539,1,2
201,15,R,D,0.9538461538461539,0,4
202,15,R,D,0.9538461538461539,1,1
0,16,R,D,0.8627450980392157,-1,-1
1,16,L,U,0.8627450980392157,-1,4
2,16,R,D,0.8627450980392157,2,8
3,16,L,D,0.8627450980392157,-1,-4
4,16,R,D,0.8627450980392157,0,-3
5,16,R,U,0.8627450980392157,-1,-2
6,16,L,U,0.8627450980392157,-1,-3
7,16,L,D,0.8627450980392157,0,1
8,16,R,U,0.8627450980392157,2,0
9,16,L,D,0.8627450980392157,1,3
10,16,R,U,0.8627450980392157,-2,0
11,16,R,U,0.8627450980392157,0,1
12,16,R,D,0.8627450980392157,2,1
13,16,L,U,0.8627450980392157,-1,-7
14,16,L,U,0.8627450980392157,1,3
15,16,L,U,0.8627450980392157,0,0
16,16,R,D,0.8627450980392157,3,-2
17,16,L,D,0.8627450980392157,0,4
18,16,L,D,0.8627450980392157,-1,-1
19,16,L,U,0.8627450980392157,-2,-2
20,16,R,D,0.8627450980392157,-1,-2
21,16,R,U,0.8627450980392157,-1,3
22,16,R,U,0.8627450980392157,1,2
23,16,L,D,0.8627450980392157,1,2
24,16,R,U,0.8627450980392157,-1,3
25,16,L,D,0.8627450980392157,1,1
26,16,R,U,0.8627450980392157,-2,-2
27,16,L,U,0.8627450980392157,-1,-2
28,16,R,U,0.8627450980392157,1,4
29,16,L,D,0.8627450980392157,0,1
30,16,R,D,0.8627450980392157,2,1
31,16,R,D,0.8627450980392157,-1,0
32,16,R,U,0.8627450980392157,2,3
33,16,L,U,0.8627450980392157,0,1
34,16,R,D,0.8627450980392157,-1,5
35,16,L,U,0.8627450980392157,0,4
36,16,L,D,0.8627450980392157,-1,-3
37,16,L,D,0.8627450980392157,0,-7
38,16,L,U,0.8627450980392157,1,-3
39,16,R,U,0.8627450980392157,1,-3
40,16,R,D,0.8627450980392157,2,-1
41,16,L,D,0.8627450980392157,-3,1
42,16,L,U,0.8627450980392157,-1,5
43,16,L,U,0.8627450980392157,-2,2
44,16,R,U,0.8627450980392157,2,4
45,16,L,U,0.8627450980392157,2,3
46,16,R,U,0.8627450980392157,0,-6
47,16,L,U,0.8627450980392157,3,-1
48,16,R,U,0.8627450980392157,-3,-3
49,16,R,D,0.8627450980392157,0,-1
50,16,R,D,0.8627450980392157,2,-3
51,16,L,U,0.8627450980392157,1,-1
52,16,L,U,0.8627450980392157,-2,3
53,16,L,U,0.8627450980392157,0,-3
54,16,L,U,0.8627450980392157,1,0
55,16,R,U,0.8627450980392157,2,-2
56,16,L,D,0.8627450980392157,-1,2
57,16,R,D,0.8627450980392157,1,4
58,16,R,D,0.8627450980392157,1,-1
59,16,R,D,0.8627450980392157,1,-4
60,16,L,U,0.8627450980392157,-2,5
61,16,L,U,0.8627450980392157,2,-3
62,16,L,U,0.8627450980392157,-1,-8
63,16,R,U,0.8627450980392157,-2,-15
64,16,R,D,0.8627450980392157,0,-11
65,16,R,D,0.8627450980392157,0,-11
66,16,L,U,0.8627450980392157,4,-7
67,16,L,U,0.8627450980392157,1,5
68,16,L,U,0.8627450980392157,-1,-2
69,16,L,U,0.8627450980392157,-3,-3
70,16,R,D,0.8627450980392157,-1,-2
71,16,L,U,0.8627450980392157,0,-10
72,16,R,D,0.8627450980392157,2,-1
73,16,R,D,0.8627450980392157,2,-4
74,16,R,D,0.8627450980392157,1,8
75,16,L,U,0.8627450980392157,0,8
76,16,L,U,0.8627450980392157,-2,-5
77,16,L,U,0.8627450980392157,1,-10
78,16,R,D,0.8627450980392157,0,-3
79,16,R,D,0.8627450980392157,2,-4
80,16,R,D,0.8627450980392157,1,-1
81,16,L,U,0.8627450980392157,-1,10
82,16,L,U,0.8627450980392157,0,3
83,16,R,D,0.8627450980392157,1,8
84,16,L,U,0.8627450980392157,-1,-9
85,16,R,D,0.8627450980392157,0,-11
86,16,L,U,0.8627450980392157,0,-5
87,16,L,U,0.8627450980392157,0,-7
88,16,R,D,0.8627450980392157,1,-1
89,16,R,D,0.8627450980392157,0,-1
90,16,R,D,0.8627450980392157,1,4
91,16,L,U,0.8627450980392157,1,7
92,16,L,U,0.8627450980392157,0,-4
93,16,L,U,0.8627450980392157,-2,-7
94,16,R,D,0.8627450980392157,1,9
95,16,R,U,0.8627450980392157,-1,-12
96,16,R,U,0.8627450980392157,0,-13
97,16,L,D,0.8627450980392157,-1,12
98,16,R,U,0.8627450980392157,2,10
99,16,L,D,0.8627450980392157,2,-5
100,16,R,U,0.8627450980392157,2,3
101,16,R,U,0.8627450980392157,-1,-1
102,16,R,U,0.8627450980392157,1,1
103,16,L,D,0.8627450980392157,2,-7
104,16,R,U,0.8627450980392157,-1,4
105,16,R,U,0.8627450980392157,0,-8
106,16,R,U,0.8627450980392157,0,8
107,16,L,D,0.8627450980392157,-1,4
108,16,R,U,0.8627450980392157,-2,4
109,16,R,U,0.8627450980392157,1,14
110,16,L,D,0.8627450980392157,1,4
111,16,R,U,0.8627450980392157,1,-8
112,16,R,U,0.8627450980392157,0,-11
113,16,R,U,0.8627450980392157,0,-1
114,16,R,U,0.8627450980392157,-1,0
115,16,L,D,0.8627450980392157,1,0
116,16,L,D,0.8627450980392157,-1,6
117,16,L,D,0.8627450980392157,0,10
118,16,L,D,0.8627450980392157,-1,8
119,16,L,D,0.8627450980392157,1,3
120,16,L,D,0.8627450980392157,0,6
121,16,L,D,0.8627450980392157,0,2
122,16,L,D,0.8627450980392157,0,-2
123,16,L,D,0.8627450980392157,0,-1
124,16,L,D,0.8627450980392157,0,0
125,16,L,D,0.8627450980392157,-1,0
126,16,L,D,0.8627450980392157,0,-6
127,16,L,D,0.8627450980392157,-1,2
128,16,L,D,0.8627450980392157,0,6
129,16,L,D,0.8627450980392157,0,13
130,16,L,D,0.8627450980392157,1,8
131,16,L,D,0.8627450980392157,1,7
132,16,L,D,0.8627450980392157,1,0
133,16,L,D,0.8627450980392157,0,2
134,16,L,D,0.8627450980392157,0,-2
135,16,L,D,0.8627450980392157,0,-5
136,16,L,D,0.8627450980392157,-1,-11
137,16,L,D,0.8627450980392157,-1,-10
138,16,L,D,0.8627450980392157,-2,-8
