Time,Point,head,vulva,head_confidence,shift_ax0,shift_ax1
91,8,R,D,0.8064516129032258,1,1
92,8,R,D,0.8064516129032258,1,8
93,8,L,D,0.8064516129032258,0,-2
94,8,R,U,0.8064516129032258,1,-2
95,8,R,U,0.8064516129032258,0,-12
96,8,L,D,0.8064516129032258,0,-4
97,8,R,U,0.8064516129032258,0,2
98,8,R,U,0.8064516129032258,0,9
99,8,L,D,0.8064516129032258,-1,9
100,8,L,D,0.8064516129032258,0,0
101,8,L,D,0.8064516129032258,1,3
102,8,R,U,0.8064516129032258,1,0
103,8,L,D,0.8064516129032258,2,6
104,8,L,D,0.8064516129032258,0,5
105,8,L,D,0.8064516129032258,0,7
106,8,R,U,0.8064516129032258,-2,-10
107,8,R,U,0.8064516129032258,-1,6
108,8,L,D,0.8064516129032258,3,5
109,8,R,U,0.8064516129032258,0,4
110,8,R,U,0.8064516129032258,0,5
111,8,L,D,0.8064516129032258,-1,-3
112,8,R,U,0.8064516129032258,2,0
113,8,R,U,0.8064516129032258,0,3
114,8,R,U,0.8064516129032258,0,-1
115,8,R,U,0.8064516129032258,0,1
116,8,L,D,0.8064516129032258,-1,2
117,8,L,D,0.8064516129032258,1,0
118,8,L,D,0.8064516129032258,2,-4
119,8,R,U,0.8064516129032258,0,3
120,8,L,D,0.8064516129032258,2,1
121,8,L,D,0.8064516129032258,0,-20
122,8,R,U,0.8064516129032258,0,0
123,8,L,D,0.8064516129032258,-1,6
124,8,R,U,0.8064516129032258,-1,5
125,8,R,U,0.8064516129032258,0,10
126,8,L,D,0.8064516129032258,-1,12
127,8,L,D,0.8064516129032258,-1,4
128,8,L,D,0.8064516129032258,1,4
129,8,R,U,0.8064516129032258,0,-4
130,8,L,D,0.8064516129032258,0,-10
131,8,L,D,0.8064516129032258,-1,-8
132,8,R,U,0.8064516129032258,0,-4
133,8,L,D,0.8064516129032258,1,6
134,8,R,U,0.8064516129032258,0,4
135,8,L,D,0.8064516129032258,1,2
136,8,R,U,0.8064516129032258,1,8
137,8,L,D,0.8064516129032258,-1,-1
138,8,L,D,0.8064516129032258,-1,-5
140,8,L,D,0.8064516129032258,1,4
141,8,L,D,0.8064516129032258,0,0
142,8,L,D,0.8064516129032258,1,-4
143,8,L,D,0.8064516129032258,2,-4
144,8,R,U,0.8064516129032258,-2,-4
145,8,L,D,0.8064516129032258,0,-3
146,8,L,D,0.8064516129032258,0,-3
147,8,L,D,0.8064516129032258,-2,1
148,8,L,D,0.8064516129032258,0,2
149,8,L,D,0.8064516129032258,1,0
150,8,L,D,0.8064516129032258,0,0
151,8,L,D,0.8064516129032258,0,0
152,8,L,D,0.8064516129032258,0,-1
153,8,L,D,0.8064516129032258,1,-6
154,8,L,D,0.8064516129032258,1,-1
155,8,L,D,0.8064516129032258,-1,-4
156,8,L,D,0.8064516129032258,-1,-1
157,8,L,D,0.8064516129032258,1,-10
158,8,L,D,0.8064516129032258,0,-2
159,8,L,D,0.8064516129032258,0,2
160,8,L,D,0.8064516129032258,0,5
161,8,L,D,0.8064516129032258,1,2
162,8,L,D,0.8064516129032258,0,-1
163,8,L,D,0.8064516129032258,0,1
164,8,L,D,0.8064516129032258,0,3
167,8,L,D,0.8064516129032258,-1,6
168,8,L,D,0.8064516129032258,0,1
169,8,L,D,0.8064516129032258,0,-1
170,8,L,D,0.8064516129032258,1,-3
171,8,L,D,0.8064516129032258,0,-4
172,8,L,U,0.8064516129032258,0,-9
173,8,L,U,0.8064516129032258,-2,9
174,8,L,U,0.8064516129032258,-1,4
175,8,L,U,0.8064516129032258,-1,-1
176,8,L,U,0.8064516129032258,1,5
177,8,L,U,0.8064516129032258,1,-5
178,8,L,U,0.8064516129032258,0,0
179,8,L,U,0.8064516129032258,-1,1
180,8,L,U,0.8064516129032258,0,1
181,8,L,U,0.8064516129032258,0,1
182,8,L,U,0.8064516129032258,1,-4
183,8,L,U,0.8064516129032258,1,-2
184,8,L,U,0.8064516129032258,1,1
185,8,L,U,0.8064516129032258,-1,-1
186,8,L,U,0.8064516129032258,1,-1
187,8,L,U,0.8064516129032258,-1,-2
188,8,L,U,0.8064516129032258,0,-6
189,8,L,U,0.8064516129032258,0,0
190,8,L,U,0.8064516129032258,-1,3
191,8,L,U,0.8064516129032258,-1,-1
193,8,L,U,0.8064516129032258,0,7
194,8,L,U,0.8064516129032258,0,-4
195,8,L,U,0.8064516129032258,1,-2
196,8,L,U,0.8064516129032258,0,5
197,8,L,U,0.8064516129032258,0,3
198,8,L,U,0.8064516129032258,0,2
199,8,L,U,0.8064516129032258,0,1
200,8,R,D,0.8064516129032258,0,2
201,8,R,D,0.8064516129032258,-1,-2
202,8,R,D,0.8064516129032258,1,7
120,9,L,U,0.88,1,4
121,9,R,U,0.88,0,0
130,9,R,U,0.88,-1,0
131,9,R,U,0.88,-1,-2
132,9,R,U,0.88,-2,-1
133,9,R,U,0.88,-1,0
134,9,R,U,0.88,-1,3
135,9,R,U,0.88,-1,0
136,9,R,U,0.88,-1,1
137,9,R,U,0.88,-1,0
138,9,R,U,0.88,0,0
139,9,R,U,0.88,0,0
140,9,R,U,0.88,1,0
141,9,R,U,0.88,0,0
142,9,R,U,0.88,0,0
143,9,R,U,0.88,1,-1
144,9,R,U,0.88,1,-1
145,9,R,U,0.88,0,-3
146,9,R,U,0.88,0,-1
147,9,R,U,0.88,0,0
148,9,R,U,0.88,1,0
149,9,R,U,0.88,0,1
150,9,R,U,0.88,0,3
151,9,R,U,0.88,0,1
152,9,R,U,0.88,0,2
153,9,R,U,0.88,0,3
154,9,R,U,0.88,0,1
155,9,R,U,0.88,0,2
156,9,R,U,0.88,0,3
157,9,R,U,0.88,0,1
158,9,R,U,0.88,0,2
159,9,R,U,0.88,0,2
160,9,R,U,0.88,0,2
161,9,R,U,0.88,1,2
162,9,R,U,0.88,1,1
163,9,R,U,0.88,1,3
164,9,R,U,0.88,0,3
165,9,R,U,0.88,-1,2
166,9,R,U,0.88,0,1
167,9,R,U,0.88,0,0
168,9,R,U,0.88,0,1
169,9,R,U,0.88,0,2
170,9,R,U,0.88,0,2
171,9,R,U,0.88,-1,2
172,9,R,U,0.88,0,3
173,9,R,U,0.88,-1,0
174,9,R,U,0.88,0,0
175,9,R,U,0.88,0,2
176,9,R,U,0.88,0,3
177,9,R,U,0.88,0,1
178,9,R,U,0.88,0,1
179,9,R,U,0.88,-1,0
180,9,R,U,0.88,0,1
181,9,R,U,0.88,0,2
182,9,R,U,0.88,0,1
183,9,R,U,0.88,0,2
184,9,R,U,0.88,0,2
185,9,R,U,0.88,-1,2
186,9,R,U,0.88,0,1
187,9,R,U,0.88,0,0
188,9,R,U,0.88,0,-1
189,9,R,U,0.88,0,2
190,9,R,U,0.88,0,2
191,9,R,U,0.88,0,-2
192,9,R,U,0.88,0,3
193,9,R,U,0.88,0,2
194,9,R,U,0.88,0,3
195,9,R,U,0.88,0,1
196,9,R,U,0.88,0,3
197,9,R,U,0.88,-1,0
198,9,R,U,0.88,0,-4
199,9,R,U,0.88,0,-1
200,9,R,U,0.88,0,-24
201,9,R,U,0.88,-1,-23
202,9,R,U,0.88,-1,-18
7,10,L,U,1.0,-1,-3
8,10,R,D,1.0,0,1
9,10,R,U,1.0,1,2
10,10,L,U,1.0,0,2
11,10,L,U,1.0,-1,1
12,10,R,U,1.0,-2,-1
13,10,R,U,1.0,1,-1
14,10,L,D,1.0,0,-2
15,10,L,D,1.0,0,0
16,10,R,D,1.0,0,-7
17,10,L,U,1.0,1,-4
18,10,R,D,1.0,1,-4
19,10,L,D,1.0,1,4
20,10,L,D,1.0,-1,1
21,10,R,U,1.0,-1,-3
22,10,L,U,1.0,-1,1
23,10,R,U,1.0,-1,0
24,10,L,D,1.0,1,-1
25,10,L,D,1.0,0,0
26,10,L,D,1.0,0,1
27,10,R,D,1.0,2,-1
28,10,L,U,1.0,1,1
29,10,R,D,1.0,1,-4
30,10,L,D,1.0,1,0
31,10,R,U,1.0,-2,-2
32,10,R,D,1.0,-1,-1
33,10,R,U,1.0,0,-3
34,10,R,D,1.0,-1,2
35,10,R,U,1.0,-2,6
36,10,R,U,1.0,0,-1
37,10,R,U,1.0,1,2
38,10,L,D,1.0,0,1
39,10,R,D,1.0,1,-2
40,10,R,D,1.0,-1,-4
41,10,R,D,1.0,-1,2
42,10,L,U,1.0,-2,1
43,10,R,D,1.0,0,3
44,10,R,D,1.0,0,2
45,10,R,D,1.0,3,-4
46,10,R,U,1.0,0,-4
47,10,L,U,1.0,1,-5
48,10,R,D,1.0,0,-4
49,10,R,U,1.0,0,1
50,10,R,D,1.0,-1,0
51,10,L,U,1.0,-3,5
52,10,L,U,1.0,0,4
53,10,R,U,1.0,1,-2
54,10,R,D,1.0,-1,-2
55,10,R,D,1.0,2,-8
56,10,L,D,1.0,2,1
57,10,L,D,1.0,-1,-6
58,10,R,D,1.0,1,-7
59,10,L,D,1.0,0,1
60,10,L,U,1.0,-1,3
61,10,L,U,1.0,0,5
62,10,R,U,1.0,2,4
63,10,R,U,1.0,-1,2
64,10,R,D,1.0,1,-5
65,10,L,U,1.0,-1,-8
66,10,R,D,1.0,1,1
67,10,L,U,1.0,0,-3
68,10,L,U,1.0,0,1
69,10,L,U,1.0,1,-1
70,10,L,U,1.0,0,-4
71,10,L,U,1.0,0,-7
72,10,R,D,1.0,1,-4
73,10,L,D,1.0,-1,-6
74,10,L,D,1.0,0,-4
75,10,L,D,1.0,1,4
76,10,L,D,1.0,0,2
77,10,R,U,1.0,1,6
78,10,L,U,1.0,2,-6
79,10,L,D,1.0,0,7
80,10,L,D,1.0,-1,1
81,10,L,D,1.0,1,-1
82,10,R,U,1.0,-1,6
83,10,L,U,1.0,1,-8
84,10,L,U,1.0,-1,-6
85,10,R,D,1.0,1,12
86,10,R,D,1.0,0,-2
87,10,L,U,1.0,1,0
88,10,L,U,1.0,1,5
89,10,R,D,1.0,0,0
90,10,R,D,1.0,-1,-6
91,10,L,U,1.0,2,-7
92,10,R,D,1.0,0,-12
93,10,R,D,1.0,1,-5
94,10,L,U,1.0,0,-2
95,10,L,U,1.0,-1,1
96,10,L,U,1.0,0,-8
97,10,R,D,1.0,1,4
98,10,R,D,1.0,2,-2
99,10,L,U,1.0,2,-4
100,10,L,U,1.0,1,6
101,10,L,U,1.0,0,-7
102,10,R,D,1.0,2,-8
103,10,L,U,1.0,0,14
104,10,L,U,1.0,1,5
105,10,L,U,1.0,-1,-10
106,10,L,U,1.0,1,-6
107,10,L,U,1.0,-1,-4
108,10,L,U,1.0,0,-11
109,10,L,U,1.0,-1,-4
110,10,L,U,1.0,0,5
111,10,L,U,1.0,-1,0
112,10,L,U,1.0,0,10
113,10,R,U,1.0,1,-8
114,10,L,D,1.0,0,5
115,10,R,U,1.0,0,9
116,10,L,D,1.0,1,-8
117,10,R,U,1.0,1,9
118,10,L,D,1.0,-1,6
119,10,R,U,1.0,0,-7
120,10,R,U,1.0,0,7
121,10,R,U,1.0,2,9
122,10,L,D,1.0,0,-8
123,10,R,U,1.0,0,-25
124,10,L,D,1.0,1,2
125,10,L,D,1.0,0,-4
126,10,L,D,1.0,-2,-26
127,10,R,U,1.0,0,8
128,10,L,D,1.0,0,2
130,10,R,U,1.0,-4,-20
131,10,R,U,1.0,-3,-9
132,10,L,D,1.0,-3,-1
133,10,R,U,1.0,-1,1
134,10,R,U,1.0,-3,0
135,10,L,D,1.0,-1,9
136,10,R,U,1.0,-4,7
137,10,L,D,1.0,-4,0
138,10,R,D,1.0,0,-6
139,10,R,D,1.0,0,-4
140,10,L,U,1.0,0,-1
141,10,L,D,1.0,1,-4
142,10,R,U,1.0,0,-12
143,10,R,D,1.0,0,-8
144,10,R,U,1.0,1,-3
145,10,R,D,1.0,1,0
146,10,R,D,1.0,0,0
147,10,R,U,1.0,1,3
148,10,R,U,1.0,-1,-4
149,10,R,D,1.0,0,-1
150,10,R,U,1.0,0,10
151,10,R,U,1.0,0,-1
152,10,R,D,1.0,0,14
153,10,R,U,1.0,0,-3
155,10,R,U,1.0,-3,14
156,10,L,D,1.0,-2,-5
158,10,R,U,1.0,-3,-31
159,10,L,D,1.0,0,2
160,10,L,D,1.0,0,11
161,10,R,U,1.0,-2,41
162,10,R,U,1.0,-2,-14
163,10,R,U,1.0,0,8
164,10,L,D,1.0,0,-11
165,10,L,D,1.0,0,-13
166,10,R,U,1.0,2,-15
167,10,R,U,1.0,-2,18
168,10,R,U,1.0,-2,2
169,10,R,U,1.0,-3,12
170,10,R,U,1.0,0,13
172,10,R,U,1.0,-2,7
173,10,R,U,1.0,-2,5
174,10,R,U,1.0,-2,-17
175,10,R,U,1.0,0,-12
178,10,L,D,1.0,0,10
179,10,L,D,1.0,0,29
180,10,R,U,1.0,0,-7
182,10,L,D,1.0,0,-3
183,10,R,U,1.0,0,10
186,10,R,U,1.0,-2,-7
187,10,R,U,1.0,0,5
188,10,R,U,1.0,-2,0
190,10,R,U,1.0,-2,-34
191,10,L,D,1.0,0,23
192,10,L,D,1.0,-2,31
194,10,R,U,1.0,-2,37
195,10,R,U,1.0,0,22
196,10,R,U,1.0,-2,11
197,10,L,D,1.0,-2,13
198,10,R,U,1.0,-2,11
199,10,R,U,1.0,-2,30
200,10,L,D,1.0,-2,25
202,10,R,U,1.0,-2,21
8,11,L,D,0.9076923076923077,0,3
9,11,L,U,0.9076923076923077,2,0
10,11,L,D,0.9076923076923077,0,2
11,11,L,D,0.9076923076923077,0,-1
12,11,L,D,0.9076923076923077,1,2
13,11,R,D,0.9076923076923077,-1,-2
14,11,R,D,0.9076923076923077,0,2
15,11,L,D,0.9076923076923077,2,1
16,11,R,U,0.9076923076923077,-3,-3
17,11,R,D,0.9076923076923077,1,4
18,11,L,D,0.9076923076923077,-2,2
19,11,L,U,0.9076923076923077,0,-1
20,11,L,D,0.9076923076923077,1,1
21,11,L,U,0.9076923076923077,2,4
22,11,R,D,0.9076923076923077,0,-4
23,11,L,D,0.9076923076923077,0,1
24,11,R,U,0.9076923076923077,1,-4
25,11,R,U,0.9076923076923077,0,-3
26,11,R,U,0.9076923076923077,0,-1
27,11,R,D,0.9076923076923077,-1,3
28,11,R,D,0.9076923076923077,0,2
29,11,R,U,0.9076923076923077,0,0
30,11,R,U,0.9076923076923077,0,2
31,11,L,D,0.9076923076923077,0,-3
32,11,L,D,0.9076923076923077,0,-6
33,11,L,U,0.9076923076923077,-2,4
34,11,R,D,0.9076923076923077,0,3
35,11,R,D,0.9076923076923077,-1,1
36,11,L,U,0.9076923076923077,1,1
37,11,R,D,0.9076923076923077,0,-1
38,11,L,U,0.9076923076923077,-1,0
39,11,R,D,0.9076923076923077,-1,-1
40,11,L,U,0.9076923076923077,1,1
41,11,R,U,0.9076923076923077,-1,-2
42,11,L,D,0.9076923076923077,1,5
43,11,R,U,0.9076923076923077,2,1
44,11,L,D,0.9076923076923077,1,0
45,11,L,D,0.9076923076923077,0,-2
46,11,R,D,0.9076923076923077,0,-3
47,11,R,D,0.9076923076923077,-3,-5
48,11,R,U,0.9076923076923077,0,-1
49,11,L,U,0.9076923076923077,0,-1
50,11,L,U,0.9076923076923077,0,0
51,11,L,D,0.9076923076923077,1,7
52,11,R,U,0.9076923076923077,0,9
53,11,R,U,0.9076923076923077,0,-2
54,11,R,U,0.9076923076923077,1,-4
55,11,L,D,0.9076923076923077,0,-5
56,11,R,D,0.9076923076923077,2,-6
57,11,L,U,0.9076923076923077,-1,5
58,11,R,U,0.9076923076923077,1,1
59,11,L,D,0.9076923076923077,0,-4
60,11,R,U,0.9076923076923077,0,-1
61,11,L,U,0.9076923076923077,0,1
62,11,L,D,0.9076923076923077,3,2
63,11,R,U,0.9076923076923077,-1,6
64,11,L,D,0.9076923076923077,1,5
65,11,R,U,0.9076923076923077,0,9
66,11,R,U,0.9076923076923077,-1,2
67,11,R,U,0.9076923076923077,0,-6
68,11,R,U,0.9076923076923077,-1,-3
69,11,L,D,0.9076923076923077,-2,3
70,11,R,U,0.9076923076923077,0,-1
71,11,R,U,0.9076923076923077,1,2
72,11,L,D,0.9076923076923077,-2,0
73,11,R,U,0.9076923076923077,1,7
74,11,R,U,0.9076923076923077,0,3
75,11,L,D,0.9076923076923077,1,-1
76,11,R,U,0.9076923076923077,-2,1
77,11,R,U,0.9076923076923077,0,-1
78,11,L,D,0.9076923076923077,-1,-1
79,11,L,D,0.9076923076923077,0,2
80,11,R,U,0.9076923076923077,1,-3
81,11,L,D,0.9076923076923077,0,-2
82,11,L,D,0.9076923076923077,0,-1
83,11,L,D,0.9076923076923077,2,3
84,11,R,U,0.9076923076923077,1,6
86,11,L,D,0.9076923076923077,-1,-3
87,11,L,D,0.9076923076923077,-1,2
88,11,L,D,0.9076923076923077,1,-3
89,11,R,U,0.9076923076923077,-1,-1
90,11,L,D,0.9076923076923077,1,6
91,11,L,D,0.9076923076923077,-1,-2
92,11,R,U,0.9076923076923077,-1,2
93,11,R,U,0.9076923076923077,0,2
94,11,L,D,0.9076923076923077,1,0
95,11,L,D,0.9076923076923077,0,-1
96,11,L,D,0.9076923076923077,-3,0
97,11,L,U,0.9076923076923077,0,4
98,11,L,U,0.9076923076923077,-2,5
99,11,R,D,0.9076923076923077,-1,0
100,11,R,D,0.9076923076923077,1,2
101,11,R,D,0.9076923076923077,1,7
102,11,R,D,0.9076923076923077,0,2
103,11,L,U,0.9076923076923077,-1,0
104,11,L,U,0.9076923076923077,-1,-7
105,11,R,D,0.9076923076923077,0,2
106,11,R,D,0.9076923076923077,0,0
107,11,L,U,0.9076923076923077,-1,-1
108,11,L,U,0.9076923076923077,1,4
109,11,L,U,0.9076923076923077,2,-1
111,11,R,D,0.9076923076923077,0,0
112,11,L,U,0.9076923076923077,0,3
113,11,L,U,0.9076923076923077,0,4
114,11,R,D,0.9076923076923077,0,-2
115,11,L,U,0.9076923076923077,1,5
116,11,R,D,0.9076923076923077,0,-1
117,11,R,D,0.9076923076923077,0,-1
118,11,R,D,0.9076923076923077,2,-2
119,11,L,U,0.9076923076923077,0,1
120,11,L,U,0.9076923076923077,-1,2
121,11,L,U,0.9076923076923077,1,3
122,11,R,D,0.9076923076923077,1,1
123,11,L,U,0.9076923076923077,-2,-1
124,11,R,D,0.9076923076923077,-1,-1
125,11,L,U,0.9076923076923077,0,-1
126,11,R,D,0.9076923076923077,1,0
127,11,L,U,0.9076923076923077,-1,-3
128,11,R,D,0.9076923076923077,0,-5
129,11,R,D,0.9076923076923077,1,-6
130,11,R,D,0.9076923076923077,0,-8
131,11,R,D,0.9076923076923077,1,9
132,11,R,D,0.9076923076923077,0,1
133,11,R,D,0.9076923076923077,1,5
134,11,L,U,0.9076923076923077,0,-6
135,11,L,U,0.9076923076923077,0,-4
136,11,R,D,0.9076923076923077,-1,3
137,11,R,D,0.9076923076923077,0,-7
138,11,L,U,0.9076923076923077,-1,-1
139,11,R,D,0.9076923076923077,0,-2
140,11,R,D,0.9076923076923077,-1,-6
141,11,L,U,0.9076923076923077,1,-2
142,11,L,U,0.9076923076923077,0,-1
143,11,L,U,0.9076923076923077,0,0
144,11,R,D,0.9076923076923077,-2,3
145,11,R,D,0.9076923076923077,-1,1
146,11,L,U,0.9076923076923077,-1,6
147,11,R,D,0.9076923076923077,0,-5
148,11,R,D,0.9076923076923077,2,-1
149,11,R,D,0.9076923076923077,2,1
150,11,R,D,0.9076923076923077,1,1
151,11,R,D,0.9076923076923077,1,-4
152,11,R,D,0.9076923076923077,1,-3
153,11,R,D,0.9076923076923077,-1,-7
154,11,R,D,0.9076923076923077,0,-4
155,11,R,D,0.9076923076923077,0,-2
156,11,R,D,0.9076923076923077,-1,2
157,11,R,U,0.9076923076923077,-1,3
158,11,R,U,0.9076923076923077,0,7
159,11,R,D,0.9076923076923077,-2,6
160,11,R,D,0.9076923076923077,2,9
161,11,L,U,0.9076923076923077,0,4
162,11,L,U,0.9076923076923077,0,7
163,11,L,U,0.9076923076923077,0,8
164,11,L,U,0.9076923076923077,2,-26
165,11,L,U,0.9076923076923077,-2,7
166,11,R,D,0.9076923076923077,-1,3
167,11,R,D,0.9076923076923077,1,-1
168,11,L,U,0.9076923076923077,1,15
169,11,R,D,0.9076923076923077,2,9
170,11,L,U,0.9076923076923077,1,-3
171,11,L,U,0.9076923076923077,0,5
172,11,R,D,0.9076923076923077,1,3
173,11,L,U,0.9076923076923077,-1,2
174,11,R,D,0.9076923076923077,-1,0
175,11,L,U,0.9076923076923077,1,-1
176,11,L,U,0.9076923076923077,0,-10
177,11,R,D,0.9076923076923077,2,-8
178,11,R,D,0.9076923076923077,0,-3
179,11,R,D,0.9076923076923077,0,5
180,11,L,U,0.9076923076923077,0,-3
181,11,L,U,0.9076923076923077,0,0
182,11,R,D,0.9076923076923077,-1,2
183,11,L,U,0.9076923076923077,0,-29
184,11,R,D,0.9076923076923077,1,-25
185,11,R,D,0.9076923076923077,1,5
186,11,L,U,0.9076923076923077,1,16
187,11,L,U,0.9076923076923077,1,14
188,11,R,D,0.9076923076923077,0,12
189,11,R,D,0.9076923076923077,-1,12
190,11,L,U,0.9076923076923077,0,1
191,11,R,D,0.9076923076923077,-2,3
192,11,R,D,0.9076923076923077,-1,-5
193,11,R,D,0.9076923076923077,-2,-24
194,11,R,D,0.9076923076923077,0,-7
195,11,R,D,0.9076923076923077,-1,-1
196,11,R,D,0.9076923076923077,0,6
197,11,R,D,0.9076923076923077,0,5
198,11,L,U,0.9076923076923077,1,0
199,11,R,D,0.9076923076923077,0,-1
200,11,R,D,0.9076923076923077,0,-11
201,11,R,D,0.9076923076923077,1,-6
202,11,R,U,0.9076923076923077,1,12
3,12,R,U,1.0,0,-1
4,12,L,D,1.0,1,1
5,12,L,D,1.0,1,2
6,12,R,U,1.0,1,1
7,12,R,D,1.0,1,-3
8,12,R,D,1.0,0,-5
9,12,R,U,1.0,0,-5
10,12,R,D,1.0,-1,-4
11,12,L,D,1.0,0,-1
12,12,L,D,1.0,-1,1
13,12,R,U,1.0,-1,1
14,12,L,U,1.0,0,0
15,12,R,U,1.0,1,0
16,12,L,D,1.0,1,-5
17,12,R,D,1.0,1,-6
18,12,L,D,1.0,1,4
19,12,R,D,1.0,1,2
20,12,R,D,1.0,0,0
21,12,R,U,1.0,0,2
22,12,R,D,1.0,-1,-7
23,12,L,U,1.0,0,0
24,12,L,D,1.0,-2,-1
25,12,R,U,1.0,1,3
26,12,L,U,1.0,-1,1
27,12,L,D,1.0,1,0
28,12,R,U,1.0,1,2
29,12,R,U,1.0,0,1
30,12,L,D,1.0,1,2
31,12,R,U,1.0,0,1
32,12,L,U,1.0,1,0
33,12,L,U,1.0,1,2
34,12,L,D,1.0,-2,-1
35,12,R,D,1.0,0,2
36,12,R,D,1.0,1,-5
38,12,L,U,1.0,0,-4
39,12,L,U,1.0,-1,3
40,12,R,D,1.0,0,-4
41,12,R,D,1.0,1,-2
42,12,R,U,1.0,1,-6
43,12,R,U,1.0,0,2
44,12,R,D,1.0,2,1
45,12,L,U,1.0,-2,0
46,12,L,U,1.0,0,-1
47,12,R,U,1.0,-2,7
48,12,L,U,1.0,0,1
49,12,R,D,1.0,-1,-4
50,12,R,D,1.0,1,-9
51,12,L,D,1.0,1,-8
52,12,L,U,1.0,-1,-16
53,12,R,U,1.0,0,3
54,12,L,U,1.0,0,1
55,12,L,U,1.0,0,0
56,12,L,U,1.0,1,2
57,12,R,D,1.0,4,10
58,12,R,D,1.0,0,0
59,12,R,D,1.0,0,-8
60,12,R,D,1.0,1,-3
61,12,R,D,1.0,0,-3
62,12,L,U,1.0,0,2
63,12,R,D,1.0,0,0
64,12,R,D,1.0,-2,-4
65,12,R,D,1.0,0,4
66,12,L,U,1.0,0,-2
67,12,R,D,1.0,-1,-3
68,12,L,U,1.0,2,-2
69,12,L,U,1.0,-1,0
71,12,L,U,1.0,0,-1
72,12,L,U,1.0,-2,2
73,12,R,D,1.0,0,7
74,12,R,D,1.0,-1,-2
75,12,R,D,1.0,0,0
76,12,R,D,1.0,1,-4
77,12,R,D,1.0,1,2
78,12,L,U,1.0,1,-1
79,12,R,D,1.0,2,0
80,12,L,U,1.0,0,3
81,12,L,U,1.0,1,7
82,12,L,U,1.0,-2,-2
83,12,L,D,1.0,-1,1
84,12,R,U,1.0,0,5
85,12,R,U,1.0,-2,-4
86,12,L,D,1.0,1,2
87,12,R,U,1.0,1,2
88,12,L,D,1.0,-1,9
89,12,R,U,1.0,1,-1
90,12,R,U,1.0,0,2
92,12,R,U,1.0,0,-1
93,12,R,U,1.0,0,-1
94,12,R,U,1.0,-1,-5
95,12,L,D,1.0,0,3
96,12,L,D,1.0,-2,-2
97,12,L,D,1.0,1,5
98,12,L,D,1.0,0,4
99,12,L,D,1.0,1,5
100,12,L,D,1.0,0,1
101,12,L,D,1.0,0,0
102,12,L,D,1.0,1,-2
103,12,L,D,1.0,1,-3
104,12,L,D,1.0,0,-1
105,12,L,D,1.0,1,-1
106,12,L,D,1.0,0,0
107,12,L,D,1.0,0,1
108,12,L,D,1.0,2,-5
109,12,L,D,1.0,1,-6
110,12,L,D,1.0,1,-3
111,12,L,D,1.0,1,-3
112,12,L,D,1.0,0,-2
113,12,L,D,1.0,0,4
114,12,L,D,1.0,-1,1
115,12,L,D,1.0,0,4
116,12,L,D,1.0,-1,0
117,12,L,D,1.0,-1,-4
119,12,L,D,1.0,0,-2
120,12,L,D,1.0,0,0
121,12,L,D,1.0,-1,-6
122,12,L,D,1.0,0,2
123,12,L,D,1.0,0,5
124,12,L,D,1.0,0,4
125,12,L,D,1.0,0,4
126,12,L,D,1.0,0,7
127,12,L,D,1.0,0,4
128,12,L,D,1.0,-1,1
129,12,L,D,1.0,-1,2
130,12,L,D,1.0,-2,-3
131,12,L,D,1.0,-1,-2
132,12,L,D,1.0,0,-2
133,12,L,D,1.0,0,-1
134,12,L,D,1.0,0,-1
135,12,L,D,1.0,1,0
136,12,L,D,1.0,0,0
137,12,L,D,1.0,0,0
138,12,L,D,1.0,0,-1
139,12,L,D,1.0,0,0
140,12,L,D,1.0,0,-1
141,12,L,D,1.0,0,-1
142,12,L,D,1.0,0,0
143,12,L,D,1.0,0,0
144,12,L,D,1.0,0,-1
145,12,L,D,1.0,0,-5
146,12,L,D,1.0,0,-1
147,12,L,D,1.0,0,-3
148,12,L,D,1.0,0,0
149,12,L,D,1.0,0,0
150,12,L,D,1.0,0,-1
151,12,L,D,1.0,0,0
152,12,L,D,1.0,0,-1
153,12,L,D,1.0,0,-3
154,12,L,D,1.0,0,0
155,12,L,D,1.0,0,-1
156,12,L,D,1.0,0,-1
157,12,L,D,1.0,0,-1
158,12,L,D,1.0,0,2
159,12,L,D,1.0,0,0
160,12,L,D,1.0,0,-1
161,12,L,D,1.0,0,-1
162,12,L,D,1.0,0,0
163,12,L,D,1.0,0,0
164,12,L,D,1.0,0,3
165,12,L,D,1.0,0,-1
166,12,L,D,1.0,0,0
167,12,L,D,1.0,0,-1
168,12,L,D,1.0,0,-2
169,12,L,D,1.0,0,0
170,12,L,D,1.0,0,0
171,12,L,D,1.0,0,0
172,12,L,D,1.0,0,1
173,12,L,D,1.0,0,0
174,12,L,D,1.0,0,2
175,12,L,D,1.0,0,2
176,12,L,D,1.0,0,-1
177,12,L,D,1.0,0,-1
178,12,L,D,1.0,0,-1
179,12,L,D,1.0,0,2
180,12,L,D,1.0,0,0
181,12,L,D,1.0,0,0
182,12,L,D,1.0,0,0
183,12,L,D,1.0,0,-2
184,12,L,D,1.0,0,2
185,12,L,D,1.0,0,0
186,12,L,D,1.0,0,-1
187,12,L,D,1.0,0,1
188,12,L,D,1.0,0,1
189,12,L,D,1.0,0,-2
190,12,L,D,1.0,0,-1
191,12,L,D,1.0,0,-1
192,12,L,D,1.0,1,-1
193,12,L,D,1.0,1,-3
